DATE,OPEN,CLOSE,HIGH,LOW,VOLUME,MA,STO,FIBO,AC,BUL,ICCI,MACD,RSI,BEAR,AD,ATR,AO,MOM,OSMA,MARKET
2007.01.16 00:00:00,626.09,624.4,628.02,622.63,4209,622.4792857142858,90.28882994400229,639.0707166742765,5.2385411764702,6.890932514070755,-3.553344585590988,-1.526168566328352,53.53740964252919,1.500932514070769,38723.05245464879,9.707142857142847,-8.424882352941495,100.0192221439098,0.4577810154873356,0
2007.01.17 00:00:00,624.28,631.5,633.65,621.45,3403,622.8164285714286,89.5686048189294,638.324302340791,6.946411764705523,11.03937072634642,67.88897088039911,-0.575707699104214,60.82412600929649,-1.160629273653512,40926.63442186191,10.20071428571427,-4.637676470588531,100.7530552985098,1.567579094838695,1
2007.01.18 00:00:00,631.4,627.28,636.15,626.37,4384,622.3007142857143,80.20819251047719,637.5928162939751,7.637547058823225,12.87231776543979,35.25931901448695,-0.1611220316311801,55.05112937828387,3.092317765439816,37358.47082267988,10.25499999999999,-0.6422058823532097,98.86209613869188,1.897860006196816,0
2007.01.19 00:00:00,627.1,635.12,635.95,626.95,3252,622.2128571428572,81.90690690690691,636.8759599680957,6.933870588234981,10.98055808466279,111.4711085491664,0.7909450529318747,62.49173858402085,1.980558084662789,40010.65748934652,10.54642857142856,2.295117647058532,99.80671014378879,2.534214009168788,1
2007.01.22 00:00:00,635.5700000000001,633,639.45,631.85,5502,621.7057142857143,72.47474747474737,601.75,5.886352941176187,13.33333550113946,90.76814798584398,1.358736129977729,59.49569863221344,5.733335501139436,36173.73643671491,10.75714285714285,4.505529411764428,98.89079831276362,2.659995729024899,0
2007.01.23 00:00:00,632.9,646.28,647.64,632.59,6692,623.0757142857143,84.98896247240609,602.504,5.762788235293669,18.64285900097661,197.6076118677049,2.84747573586867,69.72461106212978,3.592859000976659,41656.28527392419,10.43857142857142,7.583676470587761,103.0585233615053,3.474895985561526,1
2007.01.24 00:00:00,646.26,648.38,648.6,638.72,10453,624.9671428571429,87.91026799156867,604.30944,5.891764705881883,16.83387914369428,195.8727133286719,4.148938666571098,71.02629656361179,6.95387914369428,51643.76705530065,10.43357142857142,10.8002352941171,104.2579192796269,3.911724690673294,1
2007.01.25 00:00:00,648.52,645.65,654.21,644.53,8697,627.7678571428571,86.60147991543326,606.9668736,6.170523529411252,20.46046783745226,157.8872177467364,4.903544225764335,66.82438250497097,10.78046783745219,44959.29598092048,9.399999999999993,14.00929411764639,106.4656025328144,3.815494540716638,0
2007.01.26 00:00:00,645.52,645.83,647.77,640.71,8381,630.3557142857143,76.11691022964499,610.7463237119999,5.526323529411274,12.29468671781615,143.9100220809236,5.453237535949825,66.96932901789592,5.234686717816203,48734.30731236534,9.427857142857127,16.13258823529338,105.9432414698163,3.537695419283182,1
2007.01.29 00:00:00,646.3,643.2,647.54,640.6,14886,632.4928571428571,60.76642335766418,614.22341781504,4.231170588234885,10.96116004384237,112.8445161857281,5.611963205913412,62.48208164040506,4.021160043842428,45002.08252850387,9.227857142857122,17.42041176470514,104.8786851030524,2.903295336775462,0
2007.01.30 00:00:00,643.1,646.75,646.95,640.59,5868,635.0464285714285,54.85118547166636,617.4223443898368,2.445799999999736,8.918137180436361,124.380482892052,5.95555781108817,65.94693891125013,2.558137180436347,50501.0259247302,9.099999999999982,17.64788235294054,105.8510638297872,2.521193774151066,1
2007.01.31 00:00:00,646.64,652.45,654.4,641.9299999999999,6676,637.9928571428571,59.89787902592306,620.3653568386499,1.341423529411394,14.30840329751675,145.7663675236901,6.611587113591554,70.81547380782041,1.83840329751672,55089.10290949371,9.452857142857129,17.97932352941098,106.7490183246073,2.424699838296369,1
2007.02.01 00:00:00,652.75,656.8,661.21,651.85,8036,640.2085714285713,72.31570512820501,623.7688211547849,0.9907823529408901,18.73148854072861,154.6261806053425,7.397233010269929,74.0061299126321,9.371488540728592,55552.71829410896,8.847142857142851,18.53352941176399,104.9570136469686,2.47631373971496,1
2007.02.02 00:00:00,656.75,647.5,659.5,642.8,5657,641.7242857142855,63.54223433242495,628.2617626162107,1.051488235293846,16.30413303491014,93.0590572236224,7.186588251140279,58.59781946455417,-0.3958669650899083,53079.89793482755,9.819285714285709,19.20964705882284,103.388260841796,1.618129856011693,0
2007.02.05 00:00:00,647.75,648.05,651.8,645.85,5807,643.4135714285712,49.4342062722273,632.2155511022654,0.8152647058819866,7.910685458494299,89.68075943855987,6.983529385712245,59.16349597502223,1.960685458494368,51567.1500356678,9.859285714285704,19.36167647058744,103.7876361306855,0.9555094739343737,1
2007.02.06 00:00:00,648.01,653.1,658.2,647.76,5948,644.9564285714283,42.20092531394567,635.6948849699936,1.057988235293806,12.99487325013808,109.7638611296173,7.147702304414338,64.2140466494124,2.55487325013803,51703.88566785171,9.733571428571427,20.09352941176394,103.4204275534442,0.7864864328761065,1
2007.02.07 00:00:00,653.05,651,656.5,650,6108,646.650714285714,46.01269079060189,638.7566987735944,0.637217647058467,10.46703421440395,91.42421270567706,7.02735114608231,60.70189801304151,3.967034214403952,47475.27028323633,9.499285714285715,20.09611764705801,103.7814054329805,0.430156727842081,0
2007.02.08 00:00:00,651.05,660,660.95,647.6,7507,648.4278571428569,65.49068767908308,641.4510949207631,-0.804217647059069,12.92174361234629,128.8188099340396,7.570923872219851,68.90247501045083,-0.4282563876537324,53913.85829821755,9.810000000000002,18.68497058823459,103.917369945837,0.7384309721718409,1
2007.02.09 00:00:00,659.91,666.4,668.7,656.8,6823,650.8135714285711,77.34388150143056,643.8221635302716,0.149070588234963,18.04720881058256,145.9384979493906,8.421062915521816,73.35124319105222,6.14720881058247,58099.39611334354,10.11714285714286,19.74541176470507,105.2764612954186,1.276447825517317,1
